daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Nguyễn Dương,"Bình Xuyên, Hồng Nhung, Mạnh Trường, Văn Báu, ",Phim Hành động,2013,vtv3,bí mật tam giác vàng,Phim Việt Nam,Phim Hành động
Vương Tinh,"Châu nhuận phát, Hồng Kim Bảo, Huỳnh Hiểu Minh, Ngô Trấn Vũ, ",Phim Hành động,2013,the last tycoon,thủ lĩnh cuối cùng,Phim Trung Quốc,Phim Hành động
Quentin Tarantino,"Christoph Waltz, Jamie Foxx, Leonardo DiCaprio, ",Phim Hành động,2012,django unchained,giải cứu nô lệ,Phim Mỹ,Phim Hành động
Lim Sang-Yoon,"Dong Jun, Ji-Sub So, Kwak Byeong-Gyoo, Kyeong-yeong Lee, Mi-yeon Lee, ",Phim Hành động,2012,a company man,sát thủ máu lạnh,Phim Hàn Quốc,Phim Hành động
Adrian Grunberg,"Dean Norris, Mel Gibson, Peter Stormare, ",Phim Hành động,2012,get the gringo,học để sống,Phim Mỹ,Phim Hành động
Paul Scheuring,"Dominic Purcell, Wentworth Miller, ",Phim Hành động,2005,prison break season 1,vượt ngục phần 1,Phim Mỹ,Phim Hành động
Pierre Morel,"Famke Janssen, Liam Neeson, Maggie Grace, ",Phim Hành động,2008,taken,cưỡng đoạt,Phim Mỹ,Phim Hành động
Ernie Barbarash,"Bianca Bree, Jean-Claude Van Damme, Kristopher Van Varenberg, ",Phim Hành động,2012,6 bullets,6 viên đạn,Phim Mỹ,Phim Hành động
Andrew Dominik,"Brad Pitt, James Gandolfini, Ray Liotta, Richard Jenkins, Scoot McNair, ",Phim Hành động,2012,killing them softly,trật tự giang hồ,Phim Mỹ,Phim Hành động
Tony Gilroy,"Edward Norton, Jeremy Renner, Rachel Weisz, ",Phim Hành động,2012,the bourne legacy,di sản của bourne,Phim Mỹ,Phim Hành động
Roel Reiné,"Danny Trejo, Dougray Scott, Ving Rhames, ",Phim Hành động,2012,death race 3 inferno,đường đua tử thần 3 địa ngục,Phim Mỹ,Phim Hành động
Paul W.S. Anderson,"Michelle Rodriguez, Milla Jovovich, Sienna Guillory, ",Phim Hành động,2012,resident evil 5: retribution,vùng đất quỹ dữ 5: báo thù,Phim Mỹ,Phim Hành động
Olivier Megaton,"Famke Janssen, Liam Neeson, Maggie Grace, ",Phim Hành động,2013,taken 2,cưỡng đoạt 2,Phim Mỹ,Phim Hành động
Trương Huấn Vỹ,"Đặng Gia Giai, Hạ Vũ, Jessica C, Phòng Tổ Minh, ",Phim Hành động,2012,double trouble,bảo đảo song hùng,Phim Hồng Kong,Phim Hài
James Cameron,"Arnold Schwarzenegger, Jamie Lee Curtis, Tom Arnold, ",Phim Hành động,1994,true lies,lời nói dối chân thật,Phim Mỹ,Phim Hành động
RZA,"Cung Le, Lucy Liu, Russell Crowe, ",Phim Hành động,2013,the man with the iron fists,thiết quyền vương,Phim Mỹ,Phim Hành động
Johnnie To,"Andy Lau, Lưu Đức Hòa, Trương Bá Chi, ",Phim Hành động,2003,running on karma,đại anh hùng,Phim Mỹ,Phim Hành động
Đang cập nhật,"Lê Minh, Lưu Đức Hòa, Ngô Gia Lệ, Trần Pháp Dung, ",Phim Hành động,1992,the master,long đằng tứ hải,Phim Hồng Kong,Phim Hành động
Christopher Nolan,"Christian Bale, Katie Holmes, Liam, Michael Caine, neeson, ",Phim Hành động,2005,batman begins,người dơi tái xuất,Phim Mỹ,Phim Hành động
Choi Dong-hoon,"Jun Ji Hyun, Kim Hye Soo, Kim Yoon Seok, Lee Jung Jae, ",Phim Hành động,2012,the thieves,đội quân siêu trộm,Phim Hàn Quốc,Phim Hành động
Stephen Sommers,"Brendan Fraser, John Hannah, Rachel Weisz, ",Phim Hành động,1999,the mummy,xác ướp ai cập,Phim Mỹ,Phim Hành động
Lewis Gilbert,"Lois Chiles, Michael Lonsdale, Roger Moore, ",Phim Hành động,1979,007 james bond moonraker,người đi tìm mặt trăng,Phim Anh,Phim Hành động
Chi-Leung Law,"Dương Mịch, Tạ Đình Phong, ",Phim Hành động,2013,the bullet vanishes,viên đạn biến mất,Phim Trung Quốc,Phim Hành động
John Glen,"Carey Lowell, Robert Davi, Timothy Dalton, ",Phim Hành động,1989,licence to kill,quyền được giết,Phim Anh,Phim Hành động
John Glen,"Christopher Walken, Roger Moore, Tanya Roberts, ",Phim Hành động,1985,a view to a kill,tầm sát thương,Phim Anh,Phim Hành động
Son Hyung Suk,"Kim So Yeon, Lee Jun Ki, Park Ha Sun, Ryu Soo Yong, ",Phim Hành động,2013,two weeks,hai tuần,Phim Hàn Quốc,Phim Hành động
Terence Young,"Jack Lord, Peter Burton, Sean Connery, Ursula Andress, ",Phim Hành động,1962,dr. no,tiến sĩ no,Phim Anh,Phim Hành động
Lewis Gilbert,"Barbara Bach, Curd Jürgens, Roger Moore, ",Phim Hành động,1997,the spy who loved me,phải lòng địch thủ,Phim Anh,Phim Hành động
Terence Young,"Robert Shaw and Lotte Lenya, Sean Connery, ",Phim Hành động,1963,from russia with love,tình yêu đến từ nước nga,Phim Anh,Phim Hành động
Terence Young,"Adolfo Celi, Claudine Auger, Sean Connery, ",Phim Hành động,1965,thunderball,quả cầu sấm sét,Phim Anh,Phim Hành động
Guy Hamilton,"Gert Fröbe, Honor Blackman, Sean Connery, ",Phim Hành động,1964,goldfinger,ngón tay vàng,Phim Anh,Phim Hành động
Lewis Gilbert,"Akiko Wakabayashi, Mie Hama, Sean Connery, ",Phim Hành động,1967,you only live twice,bạn chỉ sống hai lần,Phim Anh,Phim Hành động
Guy Hamilton,"Charles Gray, Jill St. John, Sean Connery, ",Phim Hành động,1971,diamonds are forever,kim cương vĩnh cửu,Phim Anh,Phim Hành động
Martin Campbell,"Izabella Scorupco, Pierce Brosnan, Sean Bean, ",Phim Hành động,1995,goldeneye,mắt vàng,Phim Anh,Phim Hành động
John Glen,"Jeroen Krabbe, Maryam Dabo, Timothy Dalton, ",Phim Hành động,1987,the living daylights,ánh sáng chết người,Phim Anh,Phim Hành động
Dương Thụ Bằng,Đang cập nhật,Phim Hành động,2012,an inaccurate memoir,thất phu chi chiến,Phim Trung Quốc,Phim Chiến Tranh
Theeratorn Siriphunvaraporn,"Asadawut Luantsuntern, Pengpat Wachirabunjong, Pimonrat Piselyabutra, Sueangsuda Lawanprasert, ",Phim Hành động,2005,the tiger blade,kiếm hổ,Phim Trung Quốc,Phim Hài
Mark Mylod,"Anna Faris, Ari Graynor, Chris Evans, ",Phim Hành động,2011,what's your number,anh là số mấy,Phim Mỹ,Phim Hành động
Isaac Florentine,"Ron Smoorenburg, Scott Adkins, Vithaya Pansringarm, ",Phim Hành động,2013,ninja: shadow of a tear,ninja báo thù,Phim Mỹ,Phim Hành động
Wolfgang Petersen,"Josh Lucas, Kurt Russell, Richard Dreyfuss, ",Phim Hành động,2006,poseidon,con tàu tuyệt mệnh,Phim Mỹ,Phim Hành động
Scott Hicks,"Blythe Danner, Taylor Schilling, Zac Efron, ",Phim Hành động,2012,the lucky one,bức ảnh định mệnh,Phim Mỹ,Phim Hành động
Clark Johnson,"Kiefer Sutherland, Kim Basinger, Michael Douglas, ",Phim Hành động,2006,the sentinel,cuộc chiến với kẻ phản bội,Phim Mỹ,Phim Hành động
Dean Parisot,"Anthony Hopkins, Bruce Willis, Catherine Zeta-Jones, Helen Mirren, John Malkovich, Lee Byung Hun, Mary-Louise Parker, ",Phim Hành động,2013,red 2,cia tái xuất 2,Phim Mỹ,Phim Hành động
Roger Spottiswoode,"Jonathan Pryce, Michelle Yeoh, Pierce Brosnan, Teri Hatcher, ",Phim Hành động,1997,tomorrow never dies,ngày mai không tàn lụi,Phim Anh,Phim Hành động
Louis Leterrier,"Bob Hoskins, Kerry Condon, Lý Liên Kiệt, Morgan Freeman, Vincent Regan, ",Phim Hành động,2005,danny the dog,chó danny,Phim Mỹ,Phim Hành động
Kunitoshi Okajima,Đang cập nhật,Phim Hành động,1995,anime eto rangers,hoạt hình 12 con giáp,Phim Nhật Bản,Phim Hành động
André Hunebelle,"Jean Marais, Louis de Funès, Mylène Demongeot, ",Phim Hành động,1964,fantomas,tội phạm fantomas,Phim Mỹ,Phim Hành động
Frank Darabont,"Bob Gunton, Morgan Freeman, Tim Robbins, ",Phim Hành động,1994,the shawshank redemption,nhà tù shawshank,Phim Mỹ,Phim Hành động
Antoine Fuqua,"Mark Wahlberg, Michael Peña, Rhona Mitra, ",Phim Hành động,2007,shooter,thiện xạ,Phim Mỹ,Phim Hành động
Stefano Sollima,"Filippo Nigro, Marco Giallini, Pierfrancesco Favino, ",Phim Hành động,2012,a.c.a.b. all cops are bastards,đội chống bạo động,Phim Mỹ,Phim Hành động
Kim Hyung Shik,"Eom Gi Joon, Lee Yeon Hee, So Ji Sub, ",Phim Hành động,2013,ghost,bóng ma,Phim Hàn Quốc,Phim Hành động
Denis Villeneuve,"Hugh Jackman, Jake Gyllenhaal, Viola Davis, ",Phim Hành động,2013,prisoners,lần theo dấu vết,Phim Mỹ,Phim Hành động
Christopher Nolan,"Aaron Eckhart, Christian Bale, Heath Ledger, ",Phim Hành động,2008,the dark knight,kị sĩ bóng đêm,Phim Mỹ,Phim Hành động
Olivier Marchal,"Gerard Lanvin, Tchky Karyo and Daniel Duval, ",Phim Hành động,2011,a gang story,bố già tái xuất,Phim Mỹ,Phim Hành động
Andrzej Bartkowiak,"DMX, Isaiah Washington, Steven Seagal, ",Phim Hành động,2001,exit wounds,vết thương,Phim Mỹ,Phim Hài
Michael Bay,"Josh Duhamel, Megan Fox, Shia LaBeouf, ",Phim Hành động,2009,transformers revenge of the fallen,transformers 2: bại binh phục hận,Phim Mỹ,Phim Hành động
Patrick Alessandrin,"Cyril Raffaelli, David Belle, Philippe Torreton, ",Phim Hành động,2009,banlieue 13 ultimatum,đặc khu 13,Phim Mỹ,Phim Hành động
Ron Howard,"Chris Hemsworth, Daniel Brühl, Olivia Wilde, ",Phim Hành động,2013,rush,đường đua nghẹt thở,Phim Mỹ,Phim Hành động
Neill Blomkamp,"Jodie Foster, Matt Damon, Sharlto Copley, ",Phim Hành động,2013,elysium,kỷ nguyên elysium,Phim Mỹ,Phim Hành động
Park Gi Ho,"Han Chae Young, Jin Goo, Jo Hyun Jae, Park Ha Sun, ",Phim Hành động,2013,ad genius lee tae baek,thiên tài quyến rũ,Phim Hàn Quốc,Phim Hành động
Đỗ Quang Hải Âu,"Chánh Nghĩa, Dương Cẩm Lynh, Đỗ Quang Hải Âu, Nguyễn Ngọc Hiếu, NSƯT Công Ninh, NSƯT Mạnh Dung, NSƯT Phi Điểu, ",Phim Hành động,2014,the legend of thach sanh,cuộc chiến với chằn tinh,Phim Việt Nam,Phim Hành động
Michael Bay,"Josh Duhamel, Megan Fox, Shia LaBeouf, ",Phim Hành động,2007,transformers,transformers 1: robot đại chiến,Phim Mỹ,Phim Hành động
Steven Soderbergh,"Ewan McGregor, Gina Carano, Michael Fassbender, ",Phim Hành động,2013,haywire,người đẹp báo thù,Phim Mỹ,Phim Hành động
Antoine Fuqua,"Aaron Eckhart, Gerard Butler, Morgan Freeman, ",Phim Hành động,2013,olympus has fallen,nhà trắng thất thủ,Phim Mỹ,Phim Hành động
Keoni Waxman,"Michael Paré, Steve Austin, Steven Seagal, ",Phim Hành động,2012,maximum conviction,quyết định tối cao,Phim Mỹ,Phim Hành động
Asger Leth,"Elizabeth Banks, Jamie Bell, Sam Worthington, ",Phim Hành động,2012,man on a ledge,người đàn ông trên gờ tường,Phim Mỹ,Phim Hành động
Steffen Haars,"Huub Smit, Tim Haars, Wesley van Gaalen, ",Phim Hành động,2013,new kids nitro,đội chống thây ma,Phim Mỹ,Phim Hài
William Kaufman,"Billy Murray, Cuba Gooding Jr., Dolph Lundgren, ",Phim Hành động,2012,one in the chamber,truy lùng sát thủ,Phim Mỹ,Phim Hành động
Simon West,"Josh Lucas, Malin Akerman, Nicolas Cage, ",Phim Hành động,2012,stolen,cướp siêu hạng,Phim Mỹ,Phim Hành động
Samuel Fischer,"Emily Fradenburgh, Jackson Bond, James Cromwell, John Cromwell, Jonathan Bennett, Mary Kay Fortier-Spalding, ",Phim Hành động,2011,memorial day,ngày tưởng niệm,Phim Mỹ,Phim Chiến Tranh
Pou-Soi Cheang,"Anthony Wong Chau-Sang, Barbie Hsu, Guangjie Li, Josie Ho, Ka Tung Lam, Michelle Ye, Shawn Yue, Xiaodong Guo, ",Phim Hành động,2012,motorway,đường cao tốc,Phim Hồng Kong,Phim Hành động
Todd Robinson,"David Duchovny, Ed Harris, William Fichtner, ",Phim Hành động,2013,phantom,tầu ngầm bóng ma,Phim Mỹ,Phim Chiến Tranh
Andrew Davis,"Arnold Schwarzenegger, Francesca Neri, John Leguizamo, ",Phim Hành động,2002,collateral damage,tổn thất không lường trước,Phim Mỹ,Phim Hành động
Jon M. Chu,"Adrianne Palicki, Byung-hun Lee, Channing Tatum, ",Phim Hành động,2013,gi joe: retaliation,biệt đội gi joe báo thù,Phim Mỹ,Phim Hành động
Danny Boyle,"James McAvoy, Rosario Dawson, Vincent Cassel, ",Phim Hành động,2013,trance,mê cung ký ức,Phim Mỹ,Phim Hành động
Brad Anderson,"Abigail Breslin, Halle Berry, Morris Chestnut, ",Phim Hành động,2013,the call 911,cuộc gọi 911,Phim Mỹ,Phim Hành động
Kar Wai Wong,"Chen Chang, Tony Leung Chiu Wai, Ziyi Zhang, ",Phim Hành động,2013,the grandmaster,nhất đại tông sư,Phim Trung Quốc,Phim Hành động
Lý Kinh,"Bao Lợi, Hầu Tùng Linh, Hồng Kim Bảo, Phạm Băng Băng, ",Phim Hành động,2008,thvl1,đặc cảnh phi long,Phim Trung Quốc,Phim Hành động
Walter Hill,"Jason Momoa, Sung Kang, Sylvester Stallone, ",Phim Hành động,2012,bullet to the head,viên đạn vào đầu,Phim Mỹ,Phim Hành động
Giang Chí Cường,"Diêu Thần, Hồ Quân, Lâm Gia, Lữ Lương Vỹ, Lưu Đức Hòa, ",Phim Hành động,2014,firestorm,bão lửa,Phim Trung Quốc,Phim Hành động
Prachya Pinkaew,"JeeJa Yanin, Marrese Crump, Tony Jaa, ",Phim Hành động,2013,tom yum goong 2,người bảo vệ 2,Phim Thái Lan,Phim Hành động
Joseph Ruben,"Jennifer Lopez, Robert Blake, Wesley Snipes, Woody Harrelson, ",Phim Hành động,1995,money train,một mất một còn,Phim Mỹ,Phim Hành động
Kim Jong Hyeok,"Jo Hye yeong, Kim Min Sung, Lee Sung-jae, Uhm Tae Woong, ",Phim Hành động,2006,thiên đường xa lạ,stranger than paradise,Phim Hàn Quốc,Phim Hành động
Jessy Terrero,"50 Cent, Forest Whitaker, Robert De Niro, ",Phim Hành động,2012,freelancers,cớm đánh thuê,Phim Mỹ,Phim Hành động
Terra Shin,"Ha Neul Kim, Ji Hwan Kang, Seung yong Ryoo, Young nam Jang, ",Phim Hành động,2009,my girlfriend is an agent,bạn gái tôi là đặc vụ,Phim Hàn Quốc,Phim Hài
Russell Mulcahy,"Ali Larter, Milla Jovovich, Oded Fehr, ",Phim Hành động,2007,resident evil extinction,vùng đất quỷ dữ tuyệt diệt 3,Phim Mỹ,Phim Hành động
Terminator 3,"Arnold Schwarzenegger, Claire Danes, Nick Stahl, ",Phim Hành động,2003,terminator 3 rise of the machines,kẻ hủy diệt 3,Phim Mỹ,Phim Hành động
Dante Lam,"Huỳnh Hiểu Minh, Lâm Bảo Di, Nhậm Hiền Tề, Trần Quán Hy, ",Phim Hành động,2009,the sniper,siêu xạ thủ,Phim Trung Quốc,Phim Hành động
Mark Neveldine,"Amy Smart, Carlos Sanz, Jason Statham, ",Phim Hành động,2006,crank,kẻ lập dị,Phim Mỹ,Phim Hành động
Robert Rodriguez,"Antonio Banderas, Joaquim de Almeida, Salma Hayek, ",Phim Hành động,1995,desperado,kẻ liều mạng,Phim Mỹ,Phim Hành động
Zak Forsman,"Ana Paula Redding, John T. Woods, Ross Marquand, ",Phim Hành động,2013,down and dangerous,nguy hiểm tột cùng,Phim Mỹ,Phim Hành động
Adam Shankman,"Brittany Snow, Max Thieriot, Vin Diesel, ",Phim Hành động,2005,the pacifier,vệ sĩ bất đắc dĩ,Phim Mỹ,Phim Hành động
John Moore,"Gabriel Macht, Gene Hackman, Owen Wilson, ",Phim Hành động,2001,behind enemy lines,sau chiến tuyến địch,Phim Mỹ,Phim Hành động
Mathieu Kassovitz,"Mélanie Thierry, Michelle Yeoh, Vin Diesel, ",Phim Hành động,2008,babylon a.d.,mật mã sống còn,Phim Mỹ,Phim Hành động
Francis Ford Coppola,"Al Pacino, Andy Garcia, Diane Keaton, ",Phim Hành động,1990,the godfather: part iii,bố già phần 3,Phim Mỹ,Phim Hành động
Jean-Jacques Annaud,"Ed Harris and Joseph Fiennes, Jude Law, ",Phim Hành động,2013,enemy at the gates,kẻ thù trước cổng,Phim Mỹ,Phim Hành động
Steven Spielberg,"Daniel Craig, Eric Bana, Marie-Josée Croze, ",Phim Hành động,2005,munich,khủng bố munich,Phim Mỹ,Phim Hành động
John McTiernan,"Arnold Schwarzenegger, Carl Weathers, Kevin Peter Hall, ",Phim Hành động,1987,predator,quái thú vô hình,Phim Mỹ,Phim Hành động
Andrew Davis,"Ashton Kutcher, Kevin Costner, Sela Ward, ",Phim Hành động,2006,the guardian,thiên sứ biển xanh,Phim Mỹ,Phim Hành động
Brian De Palma,"Kevin Costner, Robert De Niro, Sean Connery, ",Phim Hành động,1987,the untouchables,bất khả xâm phạm,Phim Mỹ,Phim Hành động
Joe Charbanic,"Ernie Hudson, James Spader, Keanu Reeves, Marisa Tomei, ",Phim Hành động,2000,the watcher,kẻ truy lùng,Phim Mỹ,Phim Chiến Tranh
Đang cập nhật,"Minh Đạo, Tôn Lệ, Trương Địch, ",Phim Hành động,2013,hot mom,bà mẹ nóng bỏng,Phim Trung Quốc,Phim Hành động
Carl Rinsch,"Keanu Reeves, Kou Shibasaki, Sanada Hiroyuki, ",Phim Hành động,2014,47 ronin,47 lãng nhân,Phim Mỹ,Phim Hành động
Christopher Nolan,"Christian Bale, Hugh Jackman, Scarlett Johansson, ",Phim Hành động,2006,the prestige,ảo thuật gia đấu trí,Phim Mỹ,Phim Hành động
Mark L. Lester,"Arnold Schwarzenegger, Rae Dawn Chong, ",Phim Hành động,1985,commando,biệt kích,Phim Mỹ,Phim Hành động
Brian Helgeland,"Heath Ledger, Mark Addy, Rufus Sewell, ",Phim Hành động,2001,a knights tale,huyền thoại hiệp sĩ,Phim Mỹ,Phim Hành động
Kenneth Branagh,"Chris Pine, Keira Knightley, Kenneth Branagh, ",Phim Hành động,2014,jack ryan shadow recruit,đặc vụ bóng đêm,Phim Mỹ,Phim Hành động
Lý An,"Adil Hussain, Gérard Depardieu, Irrfan Khan, Rafe Spall, Suraj Sharma, Tabu, ",Phim Hành động,2012,life of pi,cuộc đời của pi,Phim Mỹ,Phim Hành động
Francis Ford Coppola,"Al Pacino, Robert De Niro, Robert Duvall, ",Phim Hành động,1974,the godfather part ii,bố già phần 2,Phim Mỹ,Phim Hành động
Mike Newell,"Al Pacino, Johnny Depp, Michael Madsen, ",Phim Hành động,1997,donnie brasco,truy bắt trùm mafia,Phim Mỹ,Phim Hành động
Andrzej Bartkowiak,"Dwayne Johnson, Karl Urban, Rosamund Pike, ",Phim Hành động,2005,doom,biệt đội tử thần,Phim Mỹ,Phim Hành động
Martin Scorsese,"Cameron diaz, Daniel Day Lewis, Leonardo DiCaprio, ",Phim Hành động,2002,gangs of new york,băng đảng new york,Phim Mỹ,Phim Hành động
Shan Khan,"Aiysha Hart, Faraz Ayub, Paddy Considine, ",Phim Hành động,2014,honour,danh dự,Phim Mỹ,Phim Hành động
Đang cập nhật,Đang cập nhật,Phim Hành động,2001,swordfish,mật mã cá kiếm,Phim Mỹ,Phim Hành động
David Von Ancken,"Anjelica Huston, Liam Neeson, Pierce Brosnan, ",Phim Hành động,2006,seraphim falls,sát thủ miền viễn tây,Phim Mỹ,Phim Hành động
Steven Spielberg,"Christopher Walke, Leonardo DiCaprio, Tom Hanks, ",Phim Hành động,2002,catch me if you can,bắt tôi nếu có thể,Phim Mỹ,Phim Hành động
Park Chan Wook,"Hye jeong Kang, Ji tae Yu, Min sik Choi, ",Phim Hành động,2003,oldboy,báo thù,Phim Hàn Quốc,Phim Hành động
Jeff Wadlow,"Amber Heard, Djimon Hounsou, Sean Faris, ",Phim Hành động,2008,never back down,không chùn bước,Phim Mỹ,Phim Hành động
Luc Besson,"Bruce Willis, Gary Oldman, Milla Jovovich, ",Phim Hành động,1997,the fifth element,nguyên tố thứ 5,Phim Mỹ,Phim Hành động
Richard Donner,"Christopher Reeve, Gene Hackman, Margot Kidder, ",Phim Hành động,1978,superman,siêu nhân thời đại,Phim Mỹ,Phim Hành động
Vijay Krishna Acharya,"Aamir Khan, Abhishek Bachchan, Katrina Kaif, ",Phim Hành động,2013,dhoom 3,điệp vụ thần tốc,Phim Ấn Độ,Phim Hành động
Shin Kyung Soo,"Jang Hyun Sung, Park Ha Sun, Park Yoochun, So E Hyun, Son Hyun Joo, Yoon Je Moon, ",Phim Hành động,2014,three days,3 ngày,Phim Hàn Quốc,Phim Hành động
Pete Travis,"Dennis Quaid, Forest Whitaker, Matthew Fox, ",Phim Hành động,2008,vantage point,sát thủ,Phim Mỹ,Phim Hành động
Jaume Collet-Serra,"Diane Kruger, January Jones, Liam Neeson, ",Phim Hành động,2011,unknown,tẩy não,Phim Mỹ,Phim Hành động
Keoni Waxman,"Kyle Cassie, Peter Graham-Gaudreau, Steven Seagal, ",Phim Hành động,2011,street wars,chiến tranh đường phố,Phim Mỹ,Phim Hành động
