daodien,dienvien,loaiphim,nam_phathanh,name_en,name_vi,quocgia,theloai
Kôzô Kusuba,"Chiaki, Mayumi Iizuka, Shihoko Hagino, ",Phim Hoạt Hình,2010,doraemon nobita's great battle of the mermaid legend,nobita và cuộc đại thủy chiến ở xứ sở người cá,Phim Nhật Bản,Phim Hoạt Hình
Aleksey Tsitsilin,"Garik Kharlamov, Ivan Okhlobystin, Olga Zubkova, ",Phim Hoạt Hình,2016,the snow queen 3: fire and ice,nữ hoàng tuyết 3: lửa và băng,Phim Mỹ,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,2015,pokemon,pokemon xy,Phim Nhật Bản,Phim Hoạt Hình
Daisuke Nishio,"Masako nozawa, Mayumi Tanaka, Tôru Furuya, ",Phim Hoạt Hình,1990,dragon ball z: tree of might,bảy viên ngọc rồng z: mầm cây sinh lực,Phim Nhật Bản,Phim Hoạt Hình
Kwok Shing Lo,"Haylie Duff, Norm MacDonald, Rob Schneider, ",Phim Hoạt Hình,2016,the adventures of panda warrior,cuộc phiêu lưu của chiến binh gấu trúc,Phim Mỹ,Phim Hoạt Hình
Yasuichiro Yamamoto,"Kappei Yamaguchi, Minami Takayama, Wakana Yamazaki, ",Phim Hoạt Hình,2010,detective conan movie 14: the lost ship in the sky,thám tử conan movie 14: con tàu bị đánh cắp trên bầu trời,Phim Nhật Bản,Phim Hoạt Hình
Christophe Lourdelet,"Matthew McConaughey, Reese Witherspoon, Seth MacFarlane, ",Phim Hoạt Hình,2016,sing,đấu trường âm nhạc,Phim Mỹ,Phim Âm Nhạc
Kazuya Murata,"Matthew Mercer, Rie Kugimiya, Shelley Calene Black, Terri Doty, ",Phim Hoạt Hình,2011,fullmetal alchemist: the sacred star of milos,thánh địa của milos,Phim Nhật Bản,Phim Hoạt Hình
Rob Minkoff,"Geena Davis, Hugh laurie, Michael J Fox, ",Phim Hoạt Hình,1999,stuart little,chú chuột siêu quậy,Phim Mỹ,Phim Hoạt Hình
Jang Yong Woo,"Cha In-Pyo, Ha Seok jin, Jung So Min, Kim Young Kwang, Lee Kyoung Young, ",Phim Hành động,2015,d-day,ngày thảm họa – ranh giới mong manh,Phim Hàn Quốc,Phim Hành động
Kobun Shizuno,"Minami Takayama, Rikiya Koyama, Wakana Yamazaki, ",Phim Hoạt Hình,2012,detective conan movie 16: the eleventh striker,thám tử conan movie 16: tiền đạo thứ 11,Phim Nhật Bản,Phim Hoạt Hình
Yasushi Kawamura,"Chris Jai Alex, Mao Ichimichi, Saori Hayami, Shûichi Ikeda, ",Phim Hoạt Hình,2016,gantz: o,sinh tử luân hồi,Phim Nhật Bản,Phim Hoạt Hình
Vương Tiểu Đệ,"Hoàng Tuấn Hùng, Lam Chính Long, Phạm Văn Phương, Trần La Mật Âu, ",Phim Hành động,2019,all is well,ông trùm tài chính,Phim Khác,Phim Hành động
Roland Emmerich,"Dash Mihok, Dennis Quaid, Emmy Rossum, Jake Gyllenhaal, ",Phim Hành động,2004,the day after tomorrow,ngày kinh hoàng,Phim Mỹ,Phim Hành động
Takahata Isao,"Akira Kamiya, Makoto Nonomura, Nijiko Kiyokawa, ",Phim Hoạt Hình,1994,pom poko,cuộc chiến gấu trúc,Phim Nhật Bản,Phim Hoạt Hình
Renny Harlin,"Clara Lee, Dương Tử, Nhậm Hiền Tề, Trương Gia Huy, ",Phim Hành động,2019,bodies at rest,nhân chứng thầm lặng,Phim Trung Quốc,Phim Hành động
Young Kyun Park,"Anthony Anderson, Chris Jai Alex, Wu Di, Zhan Jia, Zhang Anqi, ",Phim Hoạt Hình,2013,pororo the racing adventure ,đường đua mạo hiểm,Phim Mỹ,Phim Hoạt Hình
Stefon Bristol,"Astro, Dante Crichlow, Eden Duncan-Smith, ",Phim Hành động,2019,see you yesterday,cổ máy thời gian,Phim Mỹ,Phim Hành động
Trần Quốc Huy,"Ấn Tiểu Thiên, Âu Hào, Dương Tử, Đỗ Giang, Hồ Nhất Thiên, ",Phim Hành động,2019,the bravest,liệt hỏa anh hùng,Phim Trung Quốc,Phim Hành động
Tom Caulfield,"Eden Espinosa, Mandy Moore, Zachary Levi, ",Phim Hoạt Hình,2017,tangled: before ever after​,công chúa tóc dài: trước khi là mãi mãi​,Phim Mỹ,Phim Hoạt Hình
Justin Copeland,"Jason O’Mara, Jennifer Morrison, Stuart Allan, ",Phim Hành động,2019,batman: hush,người dơi: ác nhân bí ẩn,Phim Mỹ,Phim Hành động
Lý Huệ Dân,"Huỳnh Tông Trạch, Mã Quốc Minh, Miêu Kiều Vỹ, Mông Gia Tuệ, Ngô Khái Hòa, Ngô Trác Hy, Trần Sơn Thông, Uông Minh Thuyên, ",Phim Hành động,2019,flying tiger 2,phi hổ lôi đình cực chiến,Phim Hồng Kong,Phim Hành động
Hashimoto Mitsuo,"Hiro Yuuki, Nozawa Masako, Takeshi Kusao, ",Phim Hoạt Hình,1995,dragon ball z: wrath of the dragon ,7 viên ngọc rồng: hóa giải phong ấn,Phim Nhật Bản,Phim Hoạt Hình
Tim Burton,"Catherine O'Hara, Martin Short, Winona Ryder, ",Phim Hoạt Hình,2012,frankenweenie,chó ma,Phim Mỹ,Phim Hoạt Hình
Spike Brandt,"Amy Pemberton, Grey Griffin, Joe Alaskey, ",Phim Hoạt Hình,2016,tom & jerry: back to oz,cuộc chiến xứ oz,Phim Mỹ,Phim Hoạt Hình
Matt Peters,"Nolan north, Sarah Hyland, Troy Baker, ",Phim Hoạt Hình,2016,lego dc comics superheroes: justice league,liên minh công lý: đại chiến tại gotham,Phim Mỹ,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,2016,frog,cuộc phiêu lưu của chú ếch,Phim Trung Quốc,Phim Hoạt Hình
Don Bluth,"Gabriel Damon, Judith Barsi, Pat Hingle, ",Phim Hoạt Hình,1988,the land before time,vùng đất thời tiền sử: thung lủng diệu kỳ,Phim Mỹ,Phim Hoạt Hình
Larry Latham,"Jane Singer, Lacey Chabert, Thomas Dekker, ",Phim Hoạt Hình,1999,an american tail: the mystery of the night monster,chuyện cổ tích nước mỹ quái vật bí ẩn,Phim Mỹ,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,2016,my giant friend,người bạn ngoài hành tinh,Phim Trung Quốc,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,2016,miniforce,lực lượng đặc biệt miniforce,Phim Hàn Quốc,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,2011,rô bốt arpo,người bạn tốt bụng,Phim Mỹ,Phim Hoạt Hình
Đang cập nhật,"Bill Switzer, Britt McKillip, Maurice LaMarche, ",Phim Hoạt Hình,2003,sabrina's secret,cuộc sống bí mật của sabrina,Phim Mỹ,Phim Hoạt Hình
Don Bluth,"Gabriel Damon, Judith Barsi, Pat Hingle, ",Phim Hoạt Hình,2016,the land before time: journey of the brave,vung đất thời tiền sử: chuyến du hành xuyên màng sương mù,Phim Mỹ,Phim Hoạt Hình
Nelson Shin,"Bella Thorne, Dallas Lovato, Gregg Sulkin, ",Phim Hoạt Hình,2013,frog kingdom,vương quốc loài ếch,Phim Trung Quốc,Phim Hoạt Hình
Đang cập nhật,"David Myles Brown, Jacqueline Brennan, Lyall Brooks, ",Phim Hoạt Hình,2012,shezow babysitter,siêu anh hùng shezow,Phim Mỹ,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,2016,the land before time: find water,vung đất thời tiền sử: tìm nước,Phim Mỹ,Phim Hoạt Hình
Charles Grosvenor,"Aria Noelle Curzon, Brandon La Croix, John Ingle, ",Phim Hoạt Hình,1997,the land before time: mystery island,vung đất thời tiền sử: hòn đảo huyền bí,Phim Mỹ,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,2016,miniforce 2,lực lượng đặc biệt miniforce 2,Phim Hàn Quốc,Phim Hoạt Hình
Keitarô Motonaga,"Cristina Valenzuela, Kate Higgins, Robbie Daymond, ",Phim Hoạt Hình,2015,chương 1 tái ngộ,digimon adventure tri. 1: saikai,Phim Nhật Bản,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,1998,the land before time: the secret of saurus rock,vùng đất thời tiền sử: bí mật của hòn đá khủng long,Phim Mỹ,Phim Hoạt Hình
Yarrow Cheney,"Eric Stonestreet, Kevin Hart, Louis C.K., ",Phim Hoạt Hình,2016,the secret life of pets,đẳng cấp thú cưng,Phim Mỹ,Phim Hoạt Hình
Yakuwa Shinnosuke,Đang cập nhật,Phim Hoạt Hình,2016,doraemon the movie 36: nobita and the birth of japan ,doreamon: nước nhật thời nguyên thủy,Phim Nhật Bản,Phim Hoạt Hình
Đang cập nhật,"Emily Hart, Melissa Joan Hart, Nick Bakay, ",Phim Hoạt Hình,2001,sabrina: the animated series,phù thủy tinh nghịch sabrina,Phim Mỹ,Phim Hoạt Hình
Đang cập nhật,"Charles Adler, Kimberly Brooks, Nathan Kress, ",Phim Hoạt Hình,2006,shuriken school,trường học ninja,Phim Nhật Bản,Phim Hoạt Hình
Đang cập nhật,"Akemi Okamura, Kappei Yamaguchi, Mayumi Tanaka, ",Phim Hoạt Hình,2016,one piece: heart of gold,one piece: trái tim vàng,Phim Nhật Bản,Phim Hoạt Hình
Shinnosuke Yakuwa,"Subaru Kimura, Yu Kobayashi, Yumi Kakazu, ",Phim Hoạt Hình,2014,doraemon: new nobitas great demon peko and the exploration party of five,doraemon: nobita và pho tượng thần khổng lồ,Phim Nhật Bản,Phim Hoạt Hình
Kobun Shizuno,Đang cập nhật,Phim Hoạt Hình,2016,detective conan movie 20 the darkest nightmare,thám tử lừng danh conan 20 cơn ác mộng đen tối,Phim Nhật Bản,Phim Hoạt Hình
Đang cập nhật,Đang cập nhật,Phim Hoạt Hình,2016,eiga doraemon: shin nobita no nippon tanjou,doraemon: tân nobita và nước nhật thời nguyên thủy,Phim Nhật Bản,Phim Hoạt Hình
Kevin Munroe,"David Kaye, James Arnold Taylor, Jim Ward, ",Phim Hoạt Hình,2016,ratchet and clank,đặc vụ gà mờ,Phim Mỹ,Phim Hoạt Hình
Mike Thurmeier,"Denis Leary, John Leguizamo, Ray Romano, ",Phim Hoạt Hình,2016,ice age collision course,kỷ băng hà trời sập,Phim Mỹ,Phim Hoạt Hình
Miyazaki Hayao,"Chieko Baishô, Takuya Kimura, Tatsuya Gashûin, ",Phim Hoạt Hình,2004,howl's moving castle,lâu đài của howl,Phim Nhật Bản,Phim Hoạt Hình
Takeshi Nozue,"Aaron Paul, Lena Headey, Sean Bean, ",Phim Hoạt Hình,2016,kingsglaive final fantasy xv,đội vệ binh tinh nhuệ,Phim Mỹ,Phim Hoạt Hình
Karen J Lloyd,"Ashleigh Ball, Brittany McDonald, Kelly Sheridan, ",Phim Hoạt Hình,2014,barbie and the secret door,barbie và cánh cổng bí mật,Phim Mỹ,Phim Hoạt Hình
Charles Grosvenor,"Aria Noelle Curzon, John Ingle, Rob Paulsen, ",Phim Hoạt Hình,2001,the land before time viii: the big freeze,vùng đất thời tiền sử: băng giá,Phim Mỹ,Phim Hoạt Hình
Hiromasa Yonebayashi,"Kasumi Arimura, Nanako Matsushima, Sara Takatsuki, ",Phim Hoạt Hình,2014,when marnie was there,kỷ niệm về marnie,Phim Nhật Bản,Phim Hoạt Hình
Kunihiko Yuyama,"Jason Griffith, Rica Matsumoto, Vic Mignogna, ",Phim Hoạt Hình,2012,pokemon movie 15: kyurem vs. the sword of justice,pokemon movie 15: kyurem vs thánh kiếm sĩ keldeo,Phim Nhật Bản,Phim Hoạt Hình
Daiki Tomiyasu,"Junko Takeuchi, Natsuki Aikawa, Takuya Eguchi, ",Phim Hoạt Hình,2013,pokemon: the origins,pokemon nguồn gốc,Phim Nhật Bản,Phim Hoạt Hình
Charles Grosvenor,"Alec Medlock, John Ingle, Kenneth Mars, ",Phim Hoạt Hình,2003,the land before time x: the great longneck migration,vùng đất thời tiền sử cuộc di cư vĩ đại,Phim Mỹ,Phim Hoạt Hình
Charles Grosvenor,"Aria Noelle Curzon, John Ingle, Nick Price, ",Phim Hoạt Hình,2006,the land before time xii: the great day of the flyers,vùng đất thời tiền sử ngày hội những sinh vật có cánh,Phim Mỹ,Phim Hoạt Hình
Jamie Mitchell,"Anndi McAfee, Cody Arens, Logan Arens, ",Phim Hoạt Hình,2007,the land before time xiii: the wisdom of friends,vùng đất thời tiền sử những người bạn sáng suốt,Phim Mỹ,Phim Hoạt Hình
Seiji Kishi,"Jamie Marchi, Terri Doty, ",Phim Hoạt Hình,2015,assassination classroom,lớp học ám sát,Phim Nhật Bản,Phim Hoạt Hình
Conrad Helten,"Erica Lindbeck, Shannon Chan Kent, Sienna Bohn, ",Phim Hoạt Hình,2017,barbie video game hero,giải cứu thế giới trò chơi,Phim Mỹ,Phim Hoạt Hình
Charles Grosvenor,"John Ingle, Kenneth Mars, Miriam Flynn, ",Phim Hoạt Hình,2002,the land before time ix: journey to the big water,vùng đất thời tiền sử chuyến du hành đến hồ nước lớn,Phim Mỹ,Phim Hoạt Hình
Kobun Shizuno,"Kappei Yamaguchi, Minami Takayama, Wakana Yamazaki, ",Phim Hoạt Hình,2014,detective conan movie 18: dimensional sniper,thám tử conan movie 18: sát thủ bắn tỉa không tưởng,Phim Nhật Bản,Phim Hoạt Hình
Cory Edwards,"Feodor Chin, James Hong, Nika Futterman, ",Phim Hoạt Hình,2015,monkey king hero is back,tây du ký đại thánh trở về,Phim Trung Quốc,Phim Hoạt Hình
Kobun Shizuno,"Kappei Yamaguchi, Kou Shibasaki, Minami Takayama, ",Phim Hoạt Hình,2013,detective conan movie 17: private eye in the distant sea,thám tử conan movie 17: thám tử trên biển xa,Phim Nhật Bản,Phim Hoạt Hình
Masayuki Kojima,"Aki Toyosaki, Ami Koshimizu, Hiromichi Tezuka, Megumi Han, Rikiya Koyama, Rina Hidaka, Yuuki Kaji, ",Phim Hoạt Hình,2014,black bullet,viên đạn tử thần,Phim Nhật Bản,Phim Hoạt Hình
Hiroyuki Kakudou,"Kari Kamiya, Patamon, Tai Kamiya, ",Phim Hoạt Hình,2000,digimon adventure 2,cuộc phiêu lưu của những con thú phần 2,Phim Nhật Bản,Phim Hoạt Hình
Kobun Shizuno,"Hayashibara Megumi, Takayama Minami, Yamaguchi Kappei, ",Phim Hoạt Hình,2015,detective conan movie 19: sunflowers of inferno,thám tử conan movie 19: hoa hướng dương của biển lửa,Phim Nhật Bản,Phim Hoạt Hình
Don Hall,"Jamie Chung, Ryan Potter, Scott Adsit, ",Phim Hoạt Hình,2014,big hero 6,biệt đội big hero 6,Phim Mỹ,Phim Hoạt Hình
Takayuki Inagaki,"Fukuen Misato, Kishio Daisuke, Mizuki Nana, ",Phim Hoạt Hình,2008,rosario vampire,cô nàng ma cà rồng,Phim Nhật Bản,Phim Hoạt Hình
Spike Brandt,"Eric Bauza, Joe Alaskey, Spike Brandt, ",Phim Hoạt Hình,2015,tom and jerry spy quest,nhiệm vụ điệp viên,Phim Mỹ,Phim Hoạt Hình
Diane Eskenazi,"Cam Clarke, Jeannie Elias, Jim Cummings, ",Phim Hoạt Hình,1940,pinocchio,cậu bé người gỗ,Phim Mỹ,Phim Hoạt Hình
Eric Summer,"Carly Rae Jepsen, Dane DeHaan, Elle Fanning, ",Phim Hoạt Hình,2016,ballerina,vũ điệu thần tiên,Phim Mỹ,Phim Hoạt Hình
Tim Johnson,"Jim Parsons, Rihanna, Steve Martin, ",Phim Hoạt Hình,2015,home,hành trình trở về,Phim Mỹ,Phim Hoạt Hình
M J Bassett,"Rhea Seehorn, Roxanne McKee, Tanya van Graan, ",Phim Hành động,2019,inside man: most wanted,điệp vụ kép: truy nã tới cùng,Phim Mỹ,Phim Hành động
Tề Tinh,"Du Hạo Minh, Dương Tuyết, Hoàng Chí Trung, Trần Tiểu Xuân, ",Phim Hành động,2017,shanghai dawn,bình minh thượng hải,Phim Trung Quốc,Phim Hành động
David Leitch,"Dwayne Johnson, Idris Elba, Jason Statham, ",Phim Hành động,2019,fast and furious presents hobbs and shaw ,quá nhanh quá nguy hiểm: hobbs and shaw,Phim Mỹ,Phim Hành động
Don Michael Paul,"Nicholas Aaron, Shanti Ashanti, Yael Eitan, ",Phim Hành động,2019,jarhead: law of return,lính thủy đánh bộ: luật hoàn trả,Phim Mỹ,Phim Chiến Tranh
Vince Gilligan,"Aaron Paul, Jesse Plemons, Krysten Ritter, ",Phim Hành động,2019,el camino: a breaking bad movie,tập làm người xấu,Phim Mỹ,Phim Hành động
S. Shankar,"Akshay Kumar, Amy Jackson, Rajinikanth, ",Phim Hành động,2018,2.0,robot hủy diệt (phần 2),Phim Ấn Độ,Phim Hành động
Ching Siu-Tung,"Li Qin, Meng Mei Qi, Sean Xiao, Tang Yixin, ",Phim Hành động,2019,jade dynasty,tru tiên (bản điện ảnh),Phim Trung Quốc,Phim Cổ Trang
Ninh Hạo,"Dư Nam, Đa Bố Kiệt, Đào Hồng, Hoàng Bột, Từ Tranh, Vương Song Bảo, ",Phim Hành động,2013,no man's land,vùng đất chết,Phim Trung Quốc,Phim Hành động
Brian A Miller,"Meadow Williams, Michael Chiklis, ruce Willis, ",Phim Hành động,2019,10 minutes gone,10 phút đếm ngược,Phim Mỹ,Phim Hành động
Khâu Lễ Đào,"Cổ Thiên Lạc, Lưu Đức Hòa, ",Phim Hành động,2019,the white storm 2: drug lords,bão trắng 2: trùm thuốc phiện,Phim Hồng Kong,Phim Hành động
Jung Da-Won,"Choi Soo Young, Lee Sung Kyung, Ra Mi ran, Yeom Hye-ran, Yoon Sang Hyun, ",Phim Hành động,2019,miss and mrs cops,phi vụ nữ quyền,Phim Hàn Quốc,Phim Hài
Trương Duệ,"Hạ Vũ, Ngô Ưu, Trương Chí Kiên, ",Phim Hành động,2018,operation moscow,hành động moscow,Phim Trung Quốc,Phim Hành động
Johannes Roberts,"Brianne Tju, Corinne Foxx, Nia Long, Sistine Rose Stallone, Sophie Nélisse, ",Phim Hành động,2019,47 meters down: uncaged,hung thần đại dương: thảm sát,Phim Mỹ,Phim Hành động
Lee Sang-geun,"Go Doo Shim, Im Yoona, Jo Jung-seok, Kim Ji Young, Park In Hwan, ",Phim Hành động,2019,exit,lối thoát trên không,Phim Hàn Quốc,Phim Hài
Min-ho Woo,"Doona Bae, Jung-suk Jo, Kang ho Song, ",Phim Hành động,2018,the drug king,vua bạch phiến,Phim Hàn Quốc,Phim Hành động
Akhtem Seitablaev,"Andrey Isaenko, Roman Yasinovsky, Vyacheslav Dovzhenko, ",Phim Hành động,2017,cyborgs: heroes never die,những siêu chiến binh,Phim Khác,Phim Chiến Tranh
Fred Grivois,"Alban Lenoir, Olga Kurylenko, Sébastien Lalanne, ",Phim Hành động,2019,15 minutes of war,15 phút giải cứu,Phim Mỹ,Phim Hành động
Michael Dowse,"Dave Bautista, Kumail Nanjiani, Mira Sorvino, ",Phim Hành động,2019,stuber,tài xế bất đắc dĩ,Phim Mỹ,Phim Hài
Son Yong-ho,"Jang Ki-yong, Kim Ah Joong, Ma dong seok, ",Phim Hành động,2019,the bad guys: reign of chaos,biệt đội bất hảo,Phim Hàn Quốc,Phim Hài
John McTiernan,"Arnold Schwarzenegger, Art Carney, F. Murray Abraham, ",Phim Hành động,1993,last action hero,người hùng cuối cùng,Phim Mỹ,Phim Hài
Oliver Dommenget,"Annette Frier, Götz Schubert, Jonas Nay, ",Phim Hành động,2013,nichts mehr wie vorher ,buộc tội,Phim Khác,Phim Hành động
Phil Alden Robinson,"Ben Affleck, Ian Mongrain, Morgan Freeman, ",Phim Hành động,2002,the sum of all fears,nỗi sợ hãi tột cùng,Phim Mỹ,Phim Hành động
Karyn Kusama,"Charlize Theron, Frances McDormand, Sophie Okonedo, ",Phim Hành động,2005,aeon flux,sát thủ aeon,Phim Mỹ,Phim Hành động
Jon Turteltaub,"Diane Kruger, Justin Bartha, Nicolas Cage, ",Phim Hành động,2004,national treasure,kho báu quốc gia,Phim Mỹ,Phim Hành động
Henrique Goldman,"André Mattos, Fabiula Nascimento, Marco Pigossi, ",Phim Hành động,2018,o nome da morte,tên của cái chết,Phim Khác,Phim Hành động
Pedring Lopez,"Cristine Reyes, Germaine De Leon, KC Montero, ",Phim Hành động,2019,maria,bóng hồng sát thủ,Phim Khác,Phim Hành động
Anna Boden,"Ben Mendelsohn, Brie Larson, Samuel L. Jackson, ",Phim Hành động,2019,captain marvel,đại úy marvel,Phim Mỹ,Phim Hành động
Đang cập nhật,"Lam Doanh Oánh, Lý Mậu, Tào tuấn, ",Phim Hành động,2019,anti japanese,đãng khấu,Phim Trung Quốc,Phim Chiến Tranh
Ethan Coen,"Hailee Steinfeld, Jeff Bridges, Matt Damon, ",Phim Hành động,2010,true grit,báo thù,Phim Mỹ,Phim Hành động
Martin Campbell,"Antonio Banderas, Catherine Zeta-Jones, Rufus Sewell, ",Phim Hành động,2005,the legend of zorro,huyền thoại zorro,Phim Mỹ,Phim Hành động
Đang cập nhật,Đang cập nhật,Phim Hành động,2019,game of thrones 8,trò chơi vương quyền 8,Phim Mỹ,Phim Chiến Tranh
Robert Zemeckis,"Angelina Jolie, Crispin Glover, Ray Winstone, ",Phim Hành động,2007,beowulf,anh hùng beowulf,Phim Mỹ,Phim Hành động
Steven S. DeKnight,"Liam McIntyre, Lucy Lawless, Manu Bennett, ",Phim Hành động,2013,spartacus season 3: war of the damned,spartacus phần 3: cuộc chiến nô lệ,Phim Mỹ,Phim Hành động
Ping Lumpraploeng,"Ratnamon Ratchiratham, Theeradej Wongpuapan, ",Phim Hành động,2018,the pool,hồ bơi tử thần,Phim Thái Lan,Phim Hành động
Andrey Volgin,"Anton Pampushnyy, Emir Kusturica, Ravshana Kurkova, ",Phim Hành động,2019,the balkan line,chiến dịch balkan,Phim Khác,Phim Chiến Tranh
Simon Kinberg,"James McAvoy, Jennifer Lawrence, Jessica Chastain, Michael Fassbender, Sophie Turner, ",Phim Hành động,2019,x-men: dark phoenix,dị nhân 8: phượng hoàng bóng tối,Phim Mỹ,Phim Hành động
Jeff L'Heureux,"Alex Law, Melanie Neale, Vicky Huang, ",Phim Hành động,2016,shadow of the lotus,những cô nàng sát thủ,Phim Mỹ,Phim Hành động
Rob Letterman,"Justice Smith, Ryan Reynolds, Suki Waterhouse, ",Phim Hành động,2019,pokemon: detective pikachu,pokémon: thám tử pikachu,Phim Nhật Bản,Phim Hành động
Art Camacho,"Martin Kove, Olivier Gruner, Patrick Kilpatrick, ",Phim Hành động,2016,assassin x,sát thủ x,Phim Mỹ,Phim Hành động
Adam Kirkey,"Jonathan Baldock, Leslye-Aikayla So, Viktor Radics, ",Phim Hành động,2011,a case of deceit,vỏ bọc của sự lừa dối,Phim Khác,Phim Hành động
Hà Vũ Hằng,"Huệ Ánh Hồng, Ngũ Bách, Nhậm Đạt Hoa, ",Phim Hành động,2017,mrs.k,bà k,Phim Trung Quốc,Phim Hành động
Tony Scott,"Denzel Washington, John Travolta, Luis Guzman, ",Phim Hành động,2009,the talking of pelham,chuyến tàu định mệnh,Phim Mỹ,Phim Hành động
Đang cập nhật,Đang cập nhật,Phim Hành động,2019,super monsters monster pets ,hội quái siêu cấp: quái vật thú cưng,Phim Mỹ,Phim Hành động
Robert Rodriguez,"Christoph Waltz, Jennifer Connelly, Mahershala Ali, Rosa Salazar, ",Phim Hành động,2019,alita: battle angel,alita: thiên thần chiến binh,Phim Mỹ,Phim Hành động
Konstantin Maksimov,"Andrey Chernyshov, Oleg Fomin, Vladimir Epifantsev, ",Phim Hành động,2018,tankers,kiên cường,Phim Khác,Phim Hành động
Scott Wheeler,"Justin Ray, Kassandra Voyagis, Michael Swan, ",Phim Hành động,2017,attack of the killer donuts,cuộc tấn công của bánh rán sát nhân,Phim Mỹ,Phim Hài
